OverallStatus,BriefSummary,Condition,HealthyVolunteers,DurationDays,InterventionType,Phase,Gender,DesignPrimaryPurpose,DesignInterventionModel,LocationCountry,DesignAllocation,EnrollmentCount,ArmNumber,AgeGroups,AdverseEffectsorDeath
Terminated,The purpose of this study is to assess the clinical efficacy and safety of the PinPointe Foot Laser device for the treatment of patients with onychomycosis who have been previously treated with oral Terbinafine and failed.,Onychomycosis of Toenails,No,760.0,Device,Not Applicable,All,Treatment,Parallel Assignment,United States,Randomized,7.0,1,elderly-adults,0.0
Completed,The investigators would like to test the treatment of onychomycosis using a 0.65 millisecond pulsed 1064 nm laser fitted with a special onychomycosis handpiece. The investigators will compare the success rates of those receiving laser treatments with untreated patients. This study will provide a clinical basis for determining the relative effectiveness of an increasingly utilized treatment method.,Onychomycosis,Accept,792.0,Device,Not Applicable,All,Treatment,Single Group Assignment,United States,Randomized,27.0,1,elderly-adults,0.0
Completed,The purpose of this study is to determine whether low level laser light is effective in the treatment of toenail fungus.,Onychomycosis,No,366.0,Device,Not Applicable,All,Treatment,Single Group Assignment,United States,SingleArmNA,105.0,1,elderly-adults,0.0
Completed,"The purpose of the study is to determine the safety and efficacy of 5.0% AN2690 Solution in the treatment of distal, subungual onychomycosis of the great target toenail.",Onychomycosis,No,488.0,Drug,Phase 2,All,Treatment,Single Group Assignment,Mexico,SingleArmNA,29.0,1,elderly-adults,1.0
Completed,To evaluate the safety and efficacy of the PathoLase FootLaser treatment of infected toenails.,Infected Toenails|Onychomycosis,No,518.0,Device,Phase 2|Phase 3,All,Treatment,Single Group Assignment,"United States,Canada",Randomized,134.0,1,elderly-adults,0.0
Completed,The objective of this study is to compare the relative efficacy and safety of SUBA™-Itraconazole Capsules (HalcyGen Ltd) to an already marketed oral formulation of itraconazole SPORANOX® (itraconazole) capsules (Janssen Pharma) in the treatment of onychomycosis of the toenail. Both the test and the reference formulations will also be compared to a placebo formulation to test for superiority.,Onychomycosis,No,760.0,Drug,Phase 2,All,Treatment,Parallel Assignment,United States,Randomized,175.0,3,elderly-adults,3.0
Completed,Phase 2 study to examine how the study drug works and its side effects in subjects with toenail fungus.,Onychomycosis,No,583.0,Drug,Phase 2,All,Treatment,Parallel Assignment,"United States,Canada,Iceland",Randomized,582.0,5,elderly-adults,24.0
Completed,"The purpose of this study is to evaluate the efficacy, safety, and tolerability of oral administration of four dosing regimens of posaconazole relative to placebo and terbinafine, in the treatment of toenail onychomycosis.",Onychomycosis,No,549.0,Drug,Phase 2,All,Treatment,Parallel Assignment,United States,Randomized,218.0,6,elderly-adults,7.0
Completed,Onychomycosis is a common condition accounting for approximately half of all nail disorders. It is most commonly caused by dermatophytes. Itraconazole has been approved for the treatment of onychomycosis in the United States with an approved dosage regimen for the treatment of onychomycosis of the toenail of once daily (QD) treatment with 200mg of itraconazole (two 100 mg capsules) for 12 weeks. Barrier Therapeutics has developed a 200 mg tablet which could be used in a more convenient one-tablet-per-day dosing regimen. This clinical trial will compare the efficacy and safety of this new tablet formulation with itraconazole capsules and placebo.,Onychomycosis,No,823.0,Drug,Phase 3,All,Treatment,Parallel Assignment,"Ecuador,Honduras,United States,Canada,Dominican Republic,South Africa,Panama",Randomized,1381.0,3,elderly-childTeen,26.0
Completed,"RATIONALE: Giving chemotherapy before a donor umbilical cord blood transplant (UCBT) helps stop the growth of cancer and abnormal cells and helps stop the patient's immune system from rejecting the donor's stem cells. When the stem cells from an unrelated donor, that do not exactly match the patient's blood, are infused into the patient they may help the patient's bone marrow make stem cells, red blood cells, white blood cells, and platelets. Sometimes the transplanted cells from a donor can make an immune response against the body's normal cells. Giving antithymocyte globulin before transplant and cyclosporine and mycophenolate mofetil after transplant may stop this from happening.||PURPOSE: This phase II trial is studying how well donor umbilical cord blood stem cell transplant works in treating patients with hematologic malignancies.","Acute Myeloid Leukemia With Multilineage Dysplasia Following Myelodysplastic Syndrome|Adult Acute Lymphoblastic Leukemia in Remission|Adult Acute Megakaryoblastic Leukemia (M7)|Adult Acute Minimally Differentiated Myeloid Leukemia (M0)|Adult Acute Monoblastic Leukemia (M5a)|Adult Acute Monocytic Leukemia (M5b)|Adult Acute Myeloid Leukemia in Remission|Adult Acute Myeloid Leukemia With 11q23 (MLL) Abnormalities|Adult Acute Myeloid Leukemia With t(16;16)(p13;q22)|Adult Erythroleukemia (M6a)|Adult Nasal Type Extranodal NK/T-cell Lymphoma|Adult Pure Erythroid Leukemia (M6b)|B-cell Adult Acute Lymphoblastic Leukemia|B-cell Childhood Acute Lymphoblastic Leukemia|Blastic Phase Chronic Myelogenous Leukemia|Burkitt Lymphoma|Childhood Acute Erythroleukemia (M6)|Childhood Acute Lymphoblastic Leukemia in Remission|Childhood Acute Megakaryocytic Leukemia (M7)|Childhood Acute Minimally Differentiated Myeloid Leukemia (M0)|Childhood Acute Monoblastic Leukemia (M5a)|Childhood Acute Monocytic Leukemia (M5b)|Childhood Acute Myeloid Leukemia in Remission|Childhood Chronic Myelogenous Leukemia|Childhood Diffuse Large Cell Lymphoma|Childhood Immunoblastic Large Cell Lymphoma|Childhood Myelodysplastic Syndromes|Childhood Nasal Type Extranodal NK/T-cell Lymphoma|Chronic Myelomonocytic Leukemia|Chronic Phase Chronic Myelogenous Leukemia|Cutaneous B-cell Non-Hodgkin Lymphoma|de Novo Myelodysplastic Syndromes|Extranodal Marginal Zone B-cell Lymphoma of Mucosa-associated Lymphoid Tissue|Juvenile Myelomonocytic Leukemia|Myelodysplastic/Myeloproliferative Neoplasm, Unclassifiable|Nodal Marginal Zone B-cell Lymphoma|Previously Treated Myelodysplastic Syndromes|Prolymphocytic Leukemia|Recurrent Adult Acute Lymphoblastic Leukemia|Recurrent Adult Acute Myeloid Leukemia|Recurrent Adult Burkitt Lymphoma|Recurrent Adult Diffuse Large Cell Lymphoma|Recurrent Adult Diffuse Mixed Cell Lymphoma|Recurrent Adult Diffuse Small Cleaved Cell Lymphoma|Recurrent Adult Grade III Lymphomatoid Granulomatosis|Recurrent Adult Immunoblastic Large Cell Lymphoma|Recurrent Adult Lymphoblastic Lymphoma|Recurrent Childhood Acute Lymphoblastic Leukemia|Recurrent Childhood Acute Myeloid Leukemia|Recurrent Childhood Anaplastic Large Cell Lymphoma|Recurrent Childhood Grade III Lymphomatoid Granulomatosis|Recurrent Childhood Large Cell Lymphoma|Recurrent Childhood Lymphoblastic Lymphoma|Recurrent Childhood Small Noncleaved Cell Lymphoma|Recurrent Cutaneous T-cell Non-Hodgkin Lymphoma|Recurrent Grade 1 Follicular Lymphoma|Recurrent Grade 2 Follicular Lymphoma|Recurrent Grade 3 Follicular Lymphoma|Recurrent Mantle Cell Lymphoma|Recurrent Marginal Zone Lymphoma|Recurrent Mycosis Fungoides/Sezary Syndrome|Recurrent Small Lymphocytic Lymphoma|Refractory Chronic Lymphocytic Leukemia|Relapsing Chronic Myelogenous Leukemia|Secondary Acute Myeloid Leukemia|Secondary Myelodysplastic Syndromes|Secondary Myelofibrosis|Splenic Marginal Zone Lymphoma|Stage I Chronic Lymphocytic Leukemia|Stage II Chronic Lymphocytic Leukemia|Stage III Chronic Lymphocytic Leukemia|Stage IV Chronic Lymphocytic Leukemia|T-cell Adult Acute Lymphoblastic Leukemia|T-cell Childhood Acute Lymphoblastic Leukemia|T-cell Large Granular Lymphocyte Leukemia|Waldenstrom Macroglobulinemia",No,3013.0,"Other,Drug,Procedure",Phase 2,All,Treatment,Single Group Assignment,United States,SingleArmNA,14.0,12,adults-childTeen,20.0
Terminated,"This is a Phase IV randomized, double-blinded, placebo-controlled study in 1000 individuals aged 18 years or older, with community acquired pneumonia (CAP) who meet all eligibility criteria in endemic regions. This study is designed to provide data on the effectiveness of early antifungal treatment (Fluconazole, 400 mg/day) for coccidioidomycosis pneumonia (also referred to as Valley Fever (VF) Pneumonia or acute onset valley fever) vs. placebo in subjects with coccidioidomycosis pneumonia. Patients who are prescribed antibacterials by their health care provider for acute CAP will be randomized to receive either placebo or 400 mg/day of fluconazole for 42 days. The primary objective is to assess the clinical response of early empiric antifungal therapy with fluconazole at Day 22 in subjects with coccidioidomycosis pneumonia and are compliant with the study intervention.",Coccidioidomycosis,No,945.0,"Other,Drug",Phase 4,All,Treatment,Parallel Assignment,United States,Randomized,72.0,2,elderly-adults,0.0
Completed,The trial evaluates the overall tolerability of the drug and the efficacy of aerosolised amphotericin B as a lipid complex (ABLC) for primary prophylaxis of invasive pulmonary aspergillosis (IPA) in pediatric patients with acute leukemia undergoing intensive chemotherapy.,Invasive Pulmonary Aspergillosis|Lymphoblastic Leukaemia|Myeloblastic Leukaemia|Lymphoblastic Leukemia|Myeloblastic Leukemia,No,639.0,Drug,Phase 2,All,Treatment,Single Group Assignment,Spain,SingleArmNA,32.0,1,childTeen-infants,22.0
Completed,RATIONALE: Everolimus may stop the growth of cancer cells by blocking some of the enzymes needed for cell growth. Lenalidomide may stop the growth of cancer cells by blocking blood flow to the cancer. Giving everolimus together with lenalidomide may be an effective treatment for lymphoma.||PURPOSE: This phase I/II trial is studying the side effects and best dose of giving everolimus and lenalidomide together and to see how well they work in treating patients with relapsed or refractory non-Hodgkin or Hodgkin lymphoma.,Adult Nasal Type Extranodal NK/T-cell Lymphoma|Anaplastic Large Cell Lymphoma|Angioimmunoblastic T-cell Lymphoma|Extranodal Marginal Zone B-cell Lymphoma of Mucosa-associated Lymphoid Tissue|Hepatosplenic T-cell Lymphoma|Nodal Marginal Zone B-cell Lymphoma|Peripheral T-cell Lymphoma|Post-transplant Lymphoproliferative Disorder|Recurrent Adult Burkitt Lymphoma|Recurrent Adult Diffuse Large Cell Lymphoma|Recurrent Adult Hodgkin Lymphoma|Recurrent Adult T-cell Leukemia/Lymphoma|Recurrent Grade 1 Follicular Lymphoma|Recurrent Grade 2 Follicular Lymphoma|Recurrent Grade 3 Follicular Lymphoma|Recurrent Mantle Cell Lymphoma|Recurrent Mycosis Fungoides/Sezary Syndrome|Splenic Marginal Zone Lymphoma|Waldenstrom Macroglobulinemia,No,3321.0,"Other,Genetic,Drug",Phase 1|Phase 2,All,Treatment,Single Group Assignment,United States,SingleArmNA,58.0,7,elderly-adults,66.0
Terminated,"The purpose of this study is to evaluate how safe and effective the combination of two different drugs (brentuximab vedotin and rituximab) is in patients with certain types of lymphoma. This study is for patients who have a type of lymphoma that expresses a tumor marker called CD30 and/or a type that is associated with the Epstein-Barr virus (EBV-related lymphoma) and who have not yet received any treatment for their cancer, except for dose-reduction or discontinuation (stoppage) of medications used to prevent rejection of transplanted organs (for those patients who have undergone transplantation). This study is investigating the combination of brentuximab vedotin and rituximab as a first treatment for lymphoma patients","Adult Grade III Lymphomatoid Granulomatosis|Adult Nasal Type Extranodal NK/T-cell Lymphoma|Anaplastic Large Cell Lymphoma|Angioimmunoblastic T-cell Lymphoma|Contiguous Stage II Adult Burkitt Lymphoma|Contiguous Stage II Adult Diffuse Large Cell Lymphoma|Contiguous Stage II Adult Diffuse Mixed Cell Lymphoma|Contiguous Stage II Adult Diffuse Small Cleaved Cell Lymphoma|Contiguous Stage II Adult Immunoblastic Large Cell Lymphoma|Contiguous Stage II Adult Lymphoblastic Lymphoma|Contiguous Stage II Grade 1 Follicular Lymphoma|Contiguous Stage II Grade 2 Follicular Lymphoma|Contiguous Stage II Grade 3 Follicular Lymphoma|Contiguous Stage II Mantle Cell Lymphoma|Contiguous Stage II Marginal Zone Lymphoma|Contiguous Stage II Small Lymphocytic Lymphoma|Cutaneous B-cell Non-Hodgkin Lymphoma|Epstein-Barr Virus Infection|Extranodal Marginal Zone B-cell Lymphoma of Mucosa-associated Lymphoid Tissue|Hepatosplenic T-cell Lymphoma|Intraocular Lymphoma|Nodal Marginal Zone B-cell Lymphoma|Noncontiguous Stage II Adult Burkitt Lymphoma|Noncontiguous Stage II Adult Diffuse Large Cell Lymphoma|Noncontiguous Stage II Adult Diffuse Mixed Cell Lymphoma|Noncontiguous Stage II Adult Diffuse Small Cleaved Cell Lymphoma|Noncontiguous Stage II Adult Immunoblastic Large Cell Lymphoma|Noncontiguous Stage II Adult Lymphoblastic Lymphoma|Noncontiguous Stage II Grade 1 Follicular Lymphoma|Noncontiguous Stage II Grade 2 Follicular Lymphoma|Noncontiguous Stage II Grade 3 Follicular Lymphoma|Noncontiguous Stage II Mantle Cell Lymphoma|Noncontiguous Stage II Marginal Zone Lymphoma|Noncontiguous Stage II Small Lymphocytic Lymphoma|Noncutaneous Extranodal Lymphoma|Peripheral T-cell Lymphoma|Post-transplant Lymphoproliferative Disorder|Progressive Hairy Cell Leukemia, Initial Treatment|Recurrent Adult Burkitt Lymphoma|Recurrent Adult Diffuse Mixed Cell Lymphoma|Recurrent Adult Diffuse Small Cleaved Cell Lymphoma|Recurrent Adult Grade III Lymphomatoid Granulomatosis|Recurrent Adult Hodgkin Lymphoma|Recurrent Adult Immunoblastic Large Cell Lymphoma|Recurrent Adult Lymphoblastic Lymphoma|Recurrent Adult T-cell Leukemia/Lymphoma|Recurrent Cutaneous T-cell Non-Hodgkin Lymphoma|Recurrent Grade 1 Follicular Lymphoma|Recurrent Grade 2 Follicular Lymphoma|Recurrent Grade 3 Follicular Lymphoma|Recurrent Mantle Cell Lymphoma|Recurrent Marginal Zone Lymphoma|Recurrent Mycosis Fungoides/Sezary Syndrome|Recurrent Small Lymphocytic Lymphoma|Refractory Hairy Cell Leukemia|Small Intestine Lymphoma|Splenic Marginal Zone Lymphoma|Stage I Adult Burkitt Lymphoma|Stage I Adult Diffuse Large Cell Lymphoma|Stage I Adult Diffuse Mixed Cell Lymphoma|Stage I Adult Diffuse Small Cleaved Cell Lymphoma|Stage I Adult Hodgkin Lymphoma|Stage I Adult Immunoblastic Large Cell Lymphoma|Stage I Adult Lymphoblastic Lymphoma|Stage I Adult T-cell Leukemia/Lymphoma|Stage I Cutaneous T-cell Non-Hodgkin Lymphoma|Stage I Grade 1 Follicular Lymphoma|Stage I Grade 2 Follicular Lymphoma|Stage I Grade 3 Follicular Lymphoma|Stage I Mantle Cell Lymphoma|Stage I Marginal Zone Lymphoma|Stage I Small Lymphocytic Lymphoma|Stage IA Mycosis Fungoides/Sezary Syndrome|Stage IB Mycosis Fungoides/Sezary Syndrome|Stage II Adult Hodgkin Lymphoma|Stage II Adult T-cell Leukemia/Lymphoma|Stage II Cutaneous T-cell Non-Hodgkin Lymphoma|Stage IIA Mycosis Fungoides/Sezary Syndrome|Stage IIB Mycosis Fungoides/Sezary Syndrome|Stage III Adult Burkitt Lymphoma|Stage III Adult Diffuse Large Cell Lymphoma|Stage III Adult Diffuse Mixed Cell Lymphoma|Stage III Adult Diffuse Small Cleaved Cell Lymphoma|Stage III Adult Hodgkin Lymphoma|Stage III Adult Immunoblastic Large Cell Lymphoma|Stage III Adult Lymphoblastic Lymphoma|Stage III Adult T-cell Leukemia/Lymphoma|Stage III Cutaneous T-cell Non-Hodgkin Lymphoma|Stage III Grade 1 Follicular Lymphoma|Stage III Grade 2 Follicular Lymphoma|Stage III Grade 3 Follicular Lymphoma|Stage III Mantle Cell Lymphoma|Stage III Marginal Zone Lymphoma|Stage III Small Lymphocytic Lymphoma|Stage IIIA Mycosis Fungoides/Sezary Syndrome|Stage IIIB Mycosis Fungoides/Sezary Syndrome|Stage IV Adult Burkitt Lymphoma|Stage IV Adult Diffuse Large Cell Lymphoma|Stage IV Adult Diffuse Mixed Cell Lymphoma|Stage IV Adult Diffuse Small Cleaved Cell Lymphoma|Stage IV Adult Hodgkin Lymphoma|Stage IV Adult Immunoblastic Large Cell Lymphoma|Stage IV Adult Lymphoblastic Lymphoma|Stage IV Adult T-cell Leukemia/Lymphoma|Stage IV Cutaneous T-cell Non-Hodgkin Lymphoma|Stage IV Grade 1 Follicular Lymphoma|Stage IV Grade 2 Follicular Lymphoma|Stage IV Grade 3 Follicular Lymphoma|Stage IV Mantle Cell Lymphoma|Stage IV Marginal Zone Lymphoma|Stage IV Small Lymphocytic Lymphoma|Stage IVA Mycosis Fungoides/Sezary Syndrome|Stage IVB Mycosis Fungoides/Sezary Syndrome|T-cell Large Granular Lymphocyte Leukemia|Testicular Lymphoma|Untreated Hairy Cell Leukemia|Waldenström Macroglobulinemia",No,2127.0,"Biological,Other,Drug",Phase 1|Phase 2,All,Treatment,Single Group Assignment,United States,SingleArmNA,20.0,3,elderly-adults,16.0
